input,translation
O15527,R-HSA-68867
O15527,R-HSA-77387
O15527,R-HSA-1296072
O15527,R-HSA-416572
O15527,R-HSA-3371453
O15527,R-HSA-2500257
O15528,R-HSA-1268020
O15528,R-HSA-9604323
O15528,R-HSA-432722
O15530,R-HSA-5358565
O15530,R-HSA-9664323
O15530,R-HSA-159418
O15530,R-HSA-433692
O15530,R-HSA-9660821
O15530,R-HSA-180534
O15530,R-HSA-75955
O15530,R-HSA-9633012
O15530,R-HSA-416993
O15530,R-HSA-212436
O15530,R-HSA-6798695
O15530,R-HSA-174414
O15530,R-HSA-5689880
O15530,R-HSA-1566977
O15530,R-HSA-5654712
O15530,R-HSA-73762
O15530,R-HSA-68867
O15530,R-HSA-432720
O15530,R-HSA-9664323
O15530,R-HSA-5099900
O15533,R-HSA-5689880
O15533,R-HSA-9609690
O15534,R-HSA-9614399
O15539,R-HSA-73856
O15539,R-HSA-159230
O15539,R-HSA-9634635
O15540,R-HSA-9648002
O15540,R-HSA-9031628
O15547,R-HSA-6804756
O15547,R-HSA-380270
O15550,R-HSA-173623
O15550,R-HSA-9619483
O15551,R-HSA-2029481
O15552,R-HSA-5689880
O15552,R-HSA-72163
O15553,R-HSA-380270
O15553,R-HSA-3772470
O15554,R-HSA-4608870
O33321,R-HSA-2151201
O43143,R-HSA-9664323
O43148,R-HSA-202040
O43148,R-HSA-5673001
O43148,R-HSA-983712
O43151,R-HSA-9645135
O43155,R-HSA-189200
O43157,R-HSA-380320
O43157,R-HSA-5218921
O43157,R-HSA-5693568
O43157,R-HSA-1236382
O43159,R-HSA-2871796
O43164,R-HSA-8939236
O43166,R-HSA-180746
O43169,R-HSA-9013424
O43172,R-HSA-69202
O43173,R-HSA-198933
O43173,R-HSA-72706
O43174,R-HSA-416482
O43174,R-HSA-5668599
O43175,R-HSA-2730905
O43181,R-HSA-191859
O43181,R-HSA-9010553
O43182,R-HSA-1660499
O43182,R-HSA-1368082
O43184,R-HSA-5663213
O43184,R-HSA-168638
O43187,R-HSA-8939902
O43187,R-HSA-167200
O43187,R-HSA-4551638
O43187,R-HSA-2029485
O43187,R-HSA-5610780
O43187,R-HSA-163765
O43187,R-HSA-2122947
O43187,R-HSA-71262
O43187,R-HSA-844456
O43187,R-HSA-2029481
O43187,R-HSA-2299718
O43187,R-HSA-9020702
O43187,R-HSA-5693571
O43189,R-HSA-167172
O43193,R-HSA-69231
O43193,R-HSA-162588
O43194,R-HSA-9031528
O43194,R-HSA-4551638
O43194,R-HSA-9013148
O43194,R-HSA-390471
O43196,R-HSA-983168
O43236-6,R-HSA-1474228
O43236-6,R-HSA-380270
O43237,R-HSA-9678110
O43237,R-HSA-975956
O43237,R-HSA-9639288
O43237,R-HSA-9613829
O43237,R-HSA-9633012
O43237,R-HSA-9609690
O43237,R-HSA-9664323
O43237,R-HSA-83936
O43237,R-HSA-210500
O43237,R-HSA-1295596
O43237,R-HSA-9610379
O43237,R-HSA-6787450
O43237,R-HSA-9755511
O43242,R-HSA-375281
O43242,R-HSA-381426
O43242,R-HSA-500657
O43242,R-HSA-9013405
O43242,R-HSA-192823
O43242,R-HSA-3000170
O43242,R-HSA-5654733
O43242,R-HSA-975144
O43242,R-HSA-1236394
O43242,R-HSA-8951664
O43242,R-HSA-9013406
O43242,R-HSA-5654228
O43242,R-HSA-5357905
O43242,R-HSA-9013423
O43242,R-HSA-9013149
O43242,R-HSA-8963684
O43242,R-HSA-2514859
O43242,R-HSA-170670
O43242,R-HSA-6804114
O43242,R-HSA-416482
O43242,R-HSA-167161
O43242,R-HSA-198933
O43242,R-HSA-9615933
O43242,R-HSA-456926
O43242,R-HSA-9607240
O43242,R-HSA-1799339
O43242,R-HSA-166663
O43242,R-HSA-212436
O43242,R-HSA-5693579
O43242,R-HSA-389948
O43242,R-HSA-2871837
O43242,R-HSA-561048
O43242,R-HSA-419408
O43242,R-HSA-202427
O43242,R-HSA-5694530
O43242,R-HSA-8866652
O43242,R-HSA-400253
O43242,R-HSA-8939902
O43242,R-HSA-165054
O43242,R-HSA-68616
O43242,R-HSA-2559586
O43242,R-HSA-372708
O43242,R-HSA-6809371
O43242,R-HSA-1222538
O43242,R-HSA-9708530
O43242,R-HSA-202040
O43242,R-HSA-163615
O43242,R-HSA-6799198
O43242,R-HSA-6783783
O43242,R-HSA-72649
O43242,R-HSA-1169408
O43242,R-HSA-1445148
O43242,R-HSA-5693565
O43242,R-HSA-390450
O43242,R-HSA-1632852
O43242,R-HSA-1236974
O43242,R-HSA-159227
O43242,R-HSA-5689603
O43242,R-HSA-168325
O43242,R-HSA-4551638
O43251,R-HSA-983170
O43252,R-HSA-216083
O43252,R-HSA-5663213
O43252,R-HSA-8854691
O43255,R-HSA-212436
O43255,R-HSA-5693568
O43255,R-HSA-9013420
O43255,R-HSA-9752946
O43264,R-HSA-5218921
O43264,R-HSA-9013407
O43264,R-HSA-5689896
O43264,R-HSA-1799339
O43264,R-HSA-5358752
O43264,R-HSA-2173791
O43264,R-HSA-983168
O43272,R-HSA-9013507
O43278,R-HSA-9679191
O43278,R-HSA-1247673
O43280,R-HSA-6809371
O43286,R-HSA-202433
O43286,R-HSA-6807505
O43286,R-HSA-202733
O43290,R-HSA-5576886
O43291,R-HSA-399955
O43291,R-HSA-2672351
O43292,R-HSA-174084
O43293,R-HSA-69601
O43295,R-HSA-379716
O43295,R-HSA-1442490
O43295,R-HSA-5654689
O43296,R-HSA-193775
O43300,R-HSA-5610785
O43301,R-HSA-6811436
O43303,R-HSA-5607764
O43303,R-HSA-611105
O43303,R-HSA-9616222
O43303,R-HSA-8874211
O43303,R-HSA-9027284
O43303,R-HSA-4551638
O43303,R-HSA-4615885
O43303,R-HSA-2871837
O43303,R-HSA-1236977
O43306,R-HSA-5545619
O43306,R-HSA-4420097
O43306,R-HSA-909733
O43306,R-HSA-5685938
O43306,R-HSA-193648
O43306,R-HSA-9013106
O43306,R-HSA-6811558
O43306,R-HSA-112043
O43306,R-HSA-1483115
O43306,R-HSA-2122948
O43306,R-HSA-4719360
O43306,R-HSA-983168
O43306,R-HSA-9717207
O43306,R-HSA-159230
O43306,R-HSA-3928662
O43306,R-HSA-111957
O43306,R-HSA-2871809
O43306,R-HSA-168325
O43306,R-HSA-1483166
O43306,R-HSA-1839122
O43307,R-HSA-2299718
O43307,R-HSA-1236978
O43307,R-HSA-8948751
O43307,R-HSA-427359
O43307,R-HSA-5693607
O43307,R-HSA-72203
O43314,R-HSA-380270
O43315,R-HSA-5693616
O43315,R-HSA-171306
O43316,R-HSA-9013026
O43318,R-HSA-1482883
O43318,R-HSA-381426
O43318,R-HSA-9725370
O43318,R-HSA-6783783
O43318,R-HSA-9616222
O43318,R-HSA-9752946
O43318,R-HSA-9033807
O43318,R-HSA-8939902
O43318,R-HSA-5610787
O43318,R-HSA-193648
O43318,R-HSA-8854050
O43318,R-HSA-201451
O43318,R-HSA-110329
O43318,R-HSA-9705462
O43318,R-HSA-9694614
O43318,R-HSA-416572
O43318,R-HSA-9679191
O43318,R-HSA-174154
O43320,R-HSA-8957275
O43320,R-HSA-5607761
O43320,R-HSA-2122947
O43320,R-HSA-5626467
O43320,R-HSA-350054
O43320,R-HSA-983695
O43320,R-HSA-6798695
O43320,R-HSA-6798695
O43320,R-HSA-190873
O43320,R-HSA-5621480
O43320,R-HSA-5687128
O43320,R-HSA-9752946
O43320,R-HSA-1650814
O43320,R-HSA-1295596
O43320,R-HSA-2565942
O43320,R-HSA-8957275
O43320,R-HSA-9705671
O43320,R-HSA-3656253
O43320,R-HSA-112409
O43320,R-HSA-8941856
O43320,R-HSA-6807062
O43320,R-HSA-194306
O43320,R-HSA-975634
O43320,R-HSA-174154
O43320,R-HSA-983168
O43320,R-HSA-8949613
O43320,R-HSA-450604
O43323,R-HSA-8853659
O43323,R-HSA-5619107
O43323,R-HSA-72165
O43323,R-HSA-5334118
O43323,R-HSA-167160
O43323,R-HSA-2871809
O43323,R-HSA-8950505
O43323,R-HSA-389957
O43323,R-HSA-428930
O43323,R-HSA-9705462
O43324,R-HSA-5689901
O43324,R-HSA-8951664
O43345,R-HSA-9679509
O43347,R-HSA-936964
O43353,R-HSA-168276
O43353,R-HSA-1912408
O43353,R-HSA-9609690
O43353,R-HSA-5654695
O43353,R-HSA-4615885
O43353,R-HSA-6798695
O43353,R-HSA-9636383
O43353,R-HSA-6805567
O43353,R-HSA-2142688
O43353,R-HSA-168333
O43361,R-HSA-5626467
O43364,R-HSA-2424491
O43364,R-HSA-6807878
O43365,R-HSA-5620912
O43374,R-HSA-1433617
O43390,R-HSA-983168
O43390,R-HSA-6802955
O43395,R-HSA-983695
O43396,R-HSA-5693565
O43396,R-HSA-2029482
O43396,R-HSA-9013404
O43396,R-HSA-4608870
O43396,R-HSA-9013408
O43396,R-HSA-1475029
O43396,R-HSA-2467813
O43426,R-HSA-180746
O43426,R-HSA-2214320
O43426,R-HSA-2028269
O43426,R-HSA-186763
O43432,R-HSA-5620924
O43447,R-HSA-8951664
O43448,R-HSA-447038
O43451,R-HSA-9026519
O43451,R-HSA-73779
O43462,R-HSA-5674400
O43462,R-HSA-202430
O43462,R-HSA-163125
O43462,R-HSA-1236382
O43462,R-HSA-6798695
O43463,R-HSA-112382
O43463,R-HSA-512988
O43474,R-HSA-6807878
O43474,R-HSA-9707564
O43474,R-HSA-390651
O43474,R-HSA-8941237
O43482,R-HSA-2500257
O43488,R-HSA-68949
O43491,R-HSA-2682334
O43493,R-HSA-9609690
O43493,R-HSA-2187335
O43493,R-HSA-77595
O43493,R-HSA-9027307
O43493,R-HSA-3301854
O43493,R-HSA-2424491
O43497,R-HSA-8874081
O43497,R-HSA-975634
O43502,R-HSA-909733
O43502,R-HSA-445355
O43502,R-HSA-201556
O43502,R-HSA-4641257
O43502,R-HSA-3238698
O43502,R-HSA-6783783
O43502,R-HSA-9014325
O43502,R-HSA-2428933
O43502,R-HSA-72764
O43502,R-HSA-9620244
O43502,R-HSA-3000157
O43504,R-HSA-418594
O43504,R-HSA-5658442
O43504,R-HSA-8866654
O43504,R-HSA-8862803
O43504,R-HSA-877300
O43504,R-HSA-5628897
O43504,R-HSA-70263
O43505,R-HSA-2467813
O43505,R-HSA-165054
O43505,R-HSA-211981
O43506,R-HSA-110330
O43508,R-HSA-9664323
O43508,R-HSA-937041
O43511,R-HSA-5610787
O43511,R-HSA-1971475
O43513,R-HSA-9669934
O43513,R-HSA-1268020
O43513,R-HSA-5689880
O43513,R-HSA-6781823
O43516,R-HSA-8939236
O43516,R-HSA-9020702
O43516,R-HSA-418594
O43516,R-HSA-2122948
O43516,R-HSA-5663220
O43516,R-HSA-6796648
O43516,R-HSA-6804758
O43516,R-HSA-5603041
O43520,R-HSA-2871809
O43521,R-HSA-5668541
O43521,R-HSA-9648895
O43521,R-HSA-390666
O43521,R-HSA-2299718
O43521,R-HSA-2500257
O43521,R-HSA-5339716
O43521,R-HSA-5654689
O43521,R-HSA-9619483
O43524,R-HSA-1912408
O43524,R-HSA-3108214
O43524,R-HSA-373076
O43524,R-HSA-2871796
O43524,R-HSA-5693568
O43524,R-HSA-9013149
O43524,R-HSA-198933
O43524,R-HSA-6782135
O43524,R-HSA-5617472
O43524,R-HSA-9755511
O43524,R-HSA-9013404
O43524,R-HSA-3000170
O43524,R-HSA-442660
O43524,R-HSA-4420097
O43524,R-HSA-5610785
O43524,R-HSA-375276
O43524,R-HSA-72764
O43524,R-HSA-5673001
O43525,R-HSA-72706
O43525,R-HSA-1059683
O43526,R-HSA-5419276
O43526,R-HSA-8853884
O43529,R-HSA-1237044
O43541,R-HSA-4086400
O43541,R-HSA-8940973
O43542,R-HSA-977606
O43542,R-HSA-5250958
O43542,R-HSA-8851708
O43542,R-HSA-1236974
O43543,R-HSA-2219530
O43543,R-HSA-6798695
O43543,R-HSA-193692
O43543,R-HSA-2559585
O43543,R-HSA-5358346
O43543,R-HSA-2871837
O43543,R-HSA-2025928
O43543,R-HSA-2122947
O43543,R-HSA-2559582
O43548,R-HSA-2129379
O43555,R-HSA-9660821
O43555,R-HSA-983168
O43557,R-HSA-975634
O43557,R-HSA-9013423
O43557,R-HSA-983695
O43557,R-HSA-1799339
O43559,R-HSA-8964616
O43559,R-HSA-212436
O43559,R-HSA-110331
O43559,R-HSA-2730905
O43559,R-HSA-5655862
O43559,R-HSA-2029482
O43559,R-HSA-2173788
O43559,R-HSA-73779
O43559,R-HSA-3214858
O43561-2,R-HSA-5657655
O43561-2,R-HSA-162710
O43561-2,R-HSA-5362768
O43561-2,R-HSA-3108214
O43561-2,R-HSA-70263
O43561-2,R-HSA-4615885
O43561,R-HSA-427413
O43561,R-HSA-2151201
O43566,R-HSA-1268020
O43566,R-HSA-202424
O43570,R-HSA-1482788
O43572,R-HSA-975957
O43581,R-HSA-450302
O43586,R-HSA-8939246
O43586,R-HSA-4655427
O43592,R-HSA-6782135
O43597,R-HSA-1483166
O43597,R-HSA-72702
O43598,R-HSA-389513
O43602,R-HSA-72706
O43603,R-HSA-1236974
O43603,R-HSA-2132295
O43609,R-HSA-2029481
O43612,R-HSA-9707564
O43612,R-HSA-420499
O43613,R-HSA-606279
O43613,R-HSA-8984722
O43614,R-HSA-72702
O43614,R-HSA-381753
O43615,R-HSA-5668599
O43617,R-HSA-9762114
O43617,R-HSA-9013407
O43623,R-HSA-381426
O43623,R-HSA-9013407
O43633,R-HSA-418594
O43633,R-HSA-512988
O43633,R-HSA-983231
O43633,R-HSA-9620244
O43633,R-HSA-8934593
O43633,R-HSA-5083632
O43633,R-HSA-909733
O43633,R-HSA-1236974
O43633,R-HSA-982772
O43633,R-HSA-193993
O43639,R-HSA-180024
O43639,R-HSA-912526
O43639,R-HSA-2871809
O43639,R-HSA-6802952
O43639,R-HSA-5689880
O43639,R-HSA-5140745
O43639,R-HSA-9013424
O43639,R-HSA-391160
O43653,R-HSA-9013404
O43660,R-HSA-5250981
O43663,R-HSA-5663220
O43665,R-HSA-373756
O43665,R-HSA-5620912
O43674,R-HSA-174113
O43674,R-HSA-2029481
O43676,R-HSA-6798695
O43676,R-HSA-389977
O43677,R-HSA-9749641
O43677,R-HSA-5358346
O43678,R-HSA-381753
O43678,R-HSA-1222541
O43681,R-HSA-1221632
O43683,R-HSA-2682334
O43683,R-HSA-201722
O43683,R-HSA-212436
O43683,R-HSA-9752946
O43683,R-HSA-5693571
O43683,R-HSA-380270
O43684,R-HSA-202733
O43684,R-HSA-909733
O43684,R-HSA-69473
O43684,R-HSA-9648025
O43684,R-HSA-198933
O43684,R-HSA-1433557
O43684,R-HSA-9018676
O43684,R-HSA-199920
O43684,R-HSA-8943724
O43684,R-HSA-389960
O43688,R-HSA-447043
O43699,R-HSA-5620924
O43704,R-HSA-445095
O43707,R-HSA-5365859
O43707,R-HSA-381426
O43708,R-HSA-6807878
O43708,R-HSA-5696394
O43708,R-HSA-4608870
O43709,R-HSA-111465
O43709,R-HSA-72163
O43715,R-HSA-381753
O43731,R-HSA-4641258
O43731,R-HSA-381676
O43731,R-HSA-198933
O43739,R-HSA-6798695
O43741,R-HSA-9617324
O43741,R-HSA-5625886
O43741,R-HSA-2022090
O43741,R-HSA-69481
O43741,R-HSA-5389840
O43741,R-HSA-9664323
O43741,R-HSA-9694548
O43741,R-HSA-8941856
O43741,R-HSA-2500257
O43741,R-HSA-211958
O43741,R-HSA-2485179
O43747,R-HSA-2168880
O43747,R-HSA-1839117
O43747,R-HSA-1170546
O43747,R-HSA-201681
O43749,R-HSA-167158
O43752,R-HSA-6803544
O43752,R-HSA-1236977
O43759,R-HSA-373080
O43765,R-HSA-9013149
O43765,R-HSA-4641258
O43766,R-HSA-983170
O43768,R-HSA-6807505
O43768,R-HSA-5678895
O43772,R-HSA-2408557
O43776,R-HSA-72163
O43790,R-HSA-111447
O43790,R-HSA-8866652
O43791,R-HSA-6802948
O43805,R-HSA-186763
O43805,R-HSA-877300
O43805,R-HSA-1257604
O43805,R-HSA-6798695
O43805,R-HSA-428643
O43805,R-HSA-8980692
O43805,R-HSA-4641265
O43808,R-HSA-975957
O43808,R-HSA-3214841
O43809,R-HSA-9013148
O43809,R-HSA-9623433
O43809,R-HSA-6807505
O43809,R-HSA-202733
O43815,R-HSA-5693565
O43815,R-HSA-2023837
O43815,R-HSA-1810476
O43815,R-HSA-975957
O43815,R-HSA-202733
O43815,R-HSA-166663
O43815,R-HSA-6804757
O43818,R-HSA-8951664
O43818,R-HSA-4419969
O43819,R-HSA-5666185
O43819,R-HSA-8856828
O43819,R-HSA-1963640
O43820,R-HSA-73863
O43820,R-HSA-1614635
O43825,R-HSA-5693571
O43826,R-HSA-4086398
O43826,R-HSA-525793
O43837,R-HSA-6794361
O43852,R-HSA-9679191
O43852,R-HSA-8939236
O43852,R-HSA-212300
O43861,R-HSA-6784531
O43865,R-HSA-165054
O43865,R-HSA-9029569
O43865,R-HSA-8875656
O43865,R-HSA-6798695
O43865,R-HSA-5625740
O43865,R-HSA-9013404
O43865,R-HSA-5602498
O43865,R-HSA-381340
O43865,R-HSA-2644607
O43865,R-HSA-9679191
O43865,R-HSA-1632852
O43868,R-HSA-912631
O43868,R-HSA-212300
O43869,R-HSA-9033241
O43869,R-HSA-437239
O43869,R-HSA-390450
O43889,R-HSA-9664323
O43889,R-HSA-1250196
O43895,R-HSA-190840
O43896,R-HSA-3214858
O43896,R-HSA-9609736
O43897,R-HSA-5628897
O43897,R-HSA-2022870
O43897,R-HSA-5419276
O43897,R-HSA-198933
O43903,R-HSA-9679191
O43909,R-HSA-4086398
O43913,R-HSA-5358752
O43913,R-HSA-5689880
O43913,R-HSA-69416
O43913,R-HSA-168638
O43913,R-HSA-176187
O43913,R-HSA-9610379
O43913,R-HSA-9679504
O43914,R-HSA-72689
O43914,R-HSA-6791461
O43914,R-HSA-1660499
O43914,R-HSA-389661
O43914,R-HSA-975957
O43914,R-HSA-9018681
O43914,R-HSA-198933
O43914,R-HSA-4420097
O43915,R-HSA-380108
O43915,R-HSA-9664323
O43915,R-HSA-1963642
O43916,R-HSA-3315487
O43920,R-HSA-210744
O43920,R-HSA-912446
O43921,R-HSA-8948216
O43921,R-HSA-9707616
O43921,R-HSA-9013507
O43921,R-HSA-8949613
O43921,R-HSA-380108
O43921,R-HSA-9682706
O43924,R-HSA-173107
O43924,R-HSA-499943
O43927,R-HSA-180024
O43927,R-HSA-9707564
O43929,R-HSA-1442490
O43929,R-HSA-8873719
O43929,R-HSA-191859
O43929,R-HSA-9609690
O43929,R-HSA-6811436
O43929,R-HSA-174154
O43929,R-HSA-2644606
O43933,R-HSA-2408557
O43933,R-HSA-5610780
O50393,R-HSA-937072
O53361,R-HSA-9749641
O53361,R-HSA-68867
O53533,R-HSA-4641258
O53692,R-HSA-167243
O53692,R-HSA-1236394
O53971,R-HSA-977443
O60216,R-HSA-203927
O60216,R-HSA-9752946
O60216,R-HSA-8863795
O60216,R-HSA-195253
O60216,R-HSA-3214841
O60216,R-HSA-9664535
O60216,R-HSA-5358346
O60218,R-HSA-8856825
O60220,R-HSA-70171
O60229,R-HSA-1660661
O60229,R-HSA-9619483
O60229,R-HSA-456926
O60229,R-HSA-69473
O60229,R-HSA-888590
O60229,R-HSA-111446
O60229,R-HSA-5656121
O60229,R-HSA-9633012
O60231,R-HSA-110330
O60234,R-HSA-5357905
O60237-4,R-HSA-380320
O60237,R-HSA-68877
O60237,R-HSA-9762114
O60237,R-HSA-419037
O60237,R-HSA-9022699
O60237,R-HSA-9709570
O60237,R-HSA-114608
O60238,R-HSA-4420097
O60240,R-HSA-399956
O60240,R-HSA-549127
O60240,R-HSA-163125
O60243,R-HSA-77387
O60244,R-HSA-450408
O60244,R-HSA-176407
O60244,R-HSA-9707616
O60244,R-HSA-1912399
O60245,R-HSA-68616
O60245,R-HSA-6811436
O60245,R-HSA-74259
O60258-1,R-HSA-6788467
O60258-1,R-HSA-1296041
O60258-1,R-HSA-9664422
O60258-1,R-HSA-5218921
O60258-1,R-HSA-416476
O60258-1,R-HSA-5603027
O60258-1,R-HSA-162588
O60258-1,R-HSA-2151209
O60258-1,R-HSA-9028335
O60258-1,R-HSA-8951430
O60258-1,R-HSA-1445148
O60258-1,R-HSA-9662360
O60258-1,R-HSA-167044
O60258-1,R-HSA-8939211
O60258-1,R-HSA-212436
O60258-1,R-HSA-9022702
O60258-1,R-HSA-8849471
O60258-1,R-HSA-912694
O60258-1,R-HSA-2022090
O60258-1,R-HSA-450408
O60258-1,R-HSA-9013418
O60258-1,R-HSA-2022928
O60258-1,R-HSA-168188
O60258-1,R-HSA-8964616
O60258-1,R-HSA-203927
O60258-1,R-HSA-350054
O60258-1,R-HSA-5683826
O60258-1,R-HSA-418217
O60258-1,R-HSA-159227
O60258-1,R-HSA-4085001
O60258-1,R-HSA-437239
O60258-1,R-HSA-9668328
O60258-1,R-HSA-5669034
O60258-1,R-HSA-5389840
O60258-1,R-HSA-9013404
O60258-1,R-HSA-977606
O60258-1,R-HSA-2428933
O60258-1,R-HSA-9664323
O60259,R-HSA-5678895
O60260,R-HSA-3371453
O60260,R-HSA-167287
O60260,R-HSA-5663220
O60260,R-HSA-8854691
O60260,R-HSA-606279
O60262,R-HSA-72764
O60262,R-HSA-211958
O60262,R-HSA-382556
O60262,R-HSA-9028731
O60262,R-HSA-975956
O60262,R-HSA-75893
O60262,R-HSA-2029485
O60262,R-HSA-6811440
O60262,R-HSA-877300
O60262,R-HSA-1912408
O60262,R-HSA-2408557
O60262,R-HSA-1483148
O60262,R-HSA-5250924
O60262,R-HSA-2730905
O60262,R-HSA-69601
O60262,R-HSA-72163
O60262,R-HSA-983168
O60262,R-HSA-9013149
O60262,R-HSA-1222387
O60262,R-HSA-192823
O60262,R-HSA-9609736
O60262,R-HSA-381753
O60262,R-HSA-1250347
O60262,R-HSA-196836
O60262,R-HSA-2559585
O60262,R-HSA-212436
O60262,R-HSA-2672351
O60262,R-HSA-2559580
O60262,R-HSA-8948216
O60262,R-HSA-8951664
O60262,R-HSA-1606341
O60262,R-HSA-420092
O60262,R-HSA-373760
O60262,R-HSA-375276
O60264,R-HSA-9645460
O60264,R-HSA-71064
O60264,R-HSA-114608
O60264,R-HSA-6796648
O60266,R-HSA-2467813
O60266,R-HSA-9664323
O60266,R-HSA-8876198
O60266,R-HSA-68867
O60266,R-HSA-442982
O60266,R-HSA-674695
O60266,R-HSA-2132295
O60266,R-HSA-73776
O60266,R-HSA-5693565
O60266,R-HSA-375276
O60266,R-HSA-877300
O60266,R-HSA-9705462
O60266,R-HSA-983168
O60266,R-HSA-3928662
O60266,R-HSA-5654689
O60266,R-HSA-212436
O60266,R-HSA-2142691
O60266,R-HSA-5654693
O60266,R-HSA-174362
O60271,R-HSA-997272
O60271,R-HSA-4551638
O60282,R-HSA-2122947
O60285,R-HSA-418594
O60291,R-HSA-917937
O60294,R-HSA-877300
O60294,R-HSA-8955332
O60296,R-HSA-8950505
O60296,R-HSA-216083
O60304,R-HSA-156711
O60306,R-HSA-9609690
O60306,R-HSA-456926
O60306,R-HSA-196108
O60306,R-HSA-983168
O60306,R-HSA-72702
O60312,R-HSA-2682334
O60313,R-HSA-9767675
O60331,R-HSA-6803157
O60331,R-HSA-5678895
O60331,R-HSA-381340
O60331,R-HSA-68616
O60333,R-HSA-432722
O60333,R-HSA-6809371
O60337,R-HSA-2029481
O60341,R-HSA-9639288
O60341,R-HSA-5362768
O60341,R-HSA-174403
O60341,R-HSA-110314
O60341,R-HSA-381426
O60341,R-HSA-5625886
O60341,R-HSA-909733
O60341,R-HSA-416476
O60343,R-HSA-5625900
O60346,R-HSA-5654687
O60353,R-HSA-9694548
O60353,R-HSA-156588
O60353,R-HSA-4641265
O60353,R-HSA-2467813
O60353,R-HSA-5625886
O60353,R-HSA-9705671
O60353,R-HSA-5218920
O60359,R-HSA-1461973
O60359,R-HSA-5173214
O60361,R-HSA-450513
O60391,R-HSA-400253
O60403,R-HSA-171306
O60403,R-HSA-2219530
O60403,R-HSA-427389
O60404,R-HSA-73856
O60412,R-HSA-2467813
O60422,R-HSA-420092
O60422,R-HSA-5687128
O60423,R-HSA-264870
O60427,R-HSA-977606
O60427,R-HSA-2871809
O60427,R-HSA-380270
O60431,R-HSA-909733
O60437,R-HSA-983170
O60437,R-HSA-9664323
O60443,R-HSA-8939902
O60443,R-HSA-111471
O60443,R-HSA-176408
O60443,R-HSA-1169408
O60462,R-HSA-8951664
O60462,R-HSA-2467813
O60469,R-HSA-2024101
O60469,R-HSA-2022090
O60476,R-HSA-9610379
O60476,R-HSA-9678110
O60481,R-HSA-450408
O60481,R-HSA-912446
O60486,R-HSA-1181150
O60488,R-HSA-428890
O60488,R-HSA-8875360
O60493,R-HSA-9018519
O60493,R-HSA-3000480
O60494,R-HSA-180534
O60494,R-HSA-388844
O60494,R-HSA-73762
O60494,R-HSA-69231
O60494,R-HSA-9656223
O60496,R-HSA-8849471
O60496,R-HSA-8951664
O60499,R-HSA-400253
O60500,R-HSA-2871837
O60500,R-HSA-8941855
O60503,R-HSA-380259
O60503,R-HSA-416482
O60503,R-HSA-5250924
O60503,R-HSA-8955332
O60503,R-HSA-114608
O60503,R-HSA-8853659
O60503,R-HSA-380270
O60503,R-HSA-1834941
O60503,R-HSA-8943724
O60503,R-HSA-5578749
O60503,R-HSA-2514859
O60503,R-HSA-6807505
O60503,R-HSA-1660516
O60503,R-HSA-2408557
O60503,R-HSA-202433
O60503,R-HSA-113418
O60503,R-HSA-912694
O60503,R-HSA-9707564
O60504,R-HSA-9652817
O60507,R-HSA-381676
O60507,R-HSA-450604
O60507,R-HSA-9755511
O60508,R-HSA-2871837
O60508,R-HSA-5693568
O60508,R-HSA-69656
O60508,R-HSA-6785807
O60512,R-HSA-5620971
O60512,R-HSA-77289
O60513,R-HSA-5625886
O60513,R-HSA-9664422
O60522,R-HSA-202424
O60542,R-HSA-186763
O60542,R-HSA-350562
O60542,R-HSA-5576894
O60543,R-HSA-192456
O60547,R-HSA-3134963
O60551,R-HSA-2022870
O60551,R-HSA-6781827
O60563,R-HSA-8951664
O60563,R-HSA-202670
O60563,R-HSA-2682334
O60563,R-HSA-174403
O60563,R-HSA-3214847
O60563,R-HSA-2559582
O60563,R-HSA-389661
O60563,R-HSA-5362798
O60563,R-HSA-350054
O60563,R-HSA-167238
O60563,R-HSA-73762
O60563,R-HSA-4641257
O60563,R-HSA-8943724
O60563,R-HSA-5635851
O60563,R-HSA-2022928
O60563,R-HSA-72163
O60563,R-HSA-9694631
O60566,R-HSA-381340
O60566,R-HSA-9013695
O60566,R-HSA-983695
O60566,R-HSA-3371497
O60566,R-HSA-9694271
O60566,R-HSA-2470946
O60566,R-HSA-159236
O60566,R-HSA-983695
O60566,R-HSA-6811438
O60566,R-HSA-164525
O60568,R-HSA-1222387
O60573,R-HSA-156827
O60583,R-HSA-68877
O60583,R-HSA-179812
O60583,R-HSA-2467813
O60583,R-HSA-2046106
O60583,R-HSA-9694719
O60583,R-HSA-1834949
O60583,R-HSA-156827
O60583,R-HSA-1445148
O60583,R-HSA-4551638
O60583,R-HSA-1250347
O60602,R-HSA-6811558
O60602,R-HSA-8941858
O60602,R-HSA-9754678
O60602,R-HSA-8854518
O60603,R-HSA-198933
O60603,R-HSA-9633012
O60603,R-HSA-383280
O60603,R-HSA-167200
O60603,R-HSA-5578775
O60603,R-HSA-4086398
O60603,R-HSA-381753
O60603,R-HSA-5620922
O60603,R-HSA-6804756
O60603,R-HSA-1660661
O60603,R-HSA-350562
O60609,R-HSA-8951664
O60609,R-HSA-1234176
O60610,R-HSA-5610785
O60610,R-HSA-5654693
O60610,R-HSA-5673001
O60610,R-HSA-202733
O60610,R-HSA-4551638
O60610,R-HSA-211981
O60610,R-HSA-168316
O60610,R-HSA-9664422
